category,city,name,region,subcategory,tags
Рестораны,Самара,Бирлога,Самарская область,,Паб
Рестораны,Самара,Сицилия,Самарская область,,
Рестораны,Приморский,Mews,Самарская область,,
Рестораны,Тольятти,Папа Пекарь,Самарская область,,Фастфуд
Рестораны,Самара,Огород,Самарская область,,Кафе
Рестораны,Самара,Music box,Самарская область,,Кафе
Рестораны,Тольятти,Жигулевская долина,Самарская область,,
Рестораны,Тольятти,Sushi Cool,Самарская область,,
Рестораны,Самара,ВилкиНет,Самарская область,,
Рестораны,Тольятти,Pizza Riva,Самарская область,,
Рестораны,Самара,Чинар,Самарская область,,
Рестораны,Самара,Алладин,Самарская область,,
Рестораны,Самара,Тояна,Самарская область,,Фастфуд
Рестораны,Самара,Tche Tche,Самарская область,,"Бар,Паб"
Рестораны,Ставропольский район,Те времена,Самарская область,,
Рестораны,Сызрань,Милано,Самарская область,,
Рестораны,Самара,Зайцы,Самарская область,,
Рестораны,Жигулевск,Сталкер,Самарская область,,
Рестораны,Самара,Тук-Тук,Самарская область,,
Рестораны,Самара,Пиросмани,Самарская область,,
Рестораны,Самара,Subway,Самарская область,,Фастфуд
Рестораны,Самара,Лукоморье,Самарская область,,
Рестораны,Жигулевск,Вольница,Самарская область,,
Рестораны,Самара,Монета,Самарская область,,
Рестораны,Самара,Богема,Самарская область,,
Рестораны,Самара,Чайный клуб,Самарская область,,
Рестораны,Тольятти,Sushi'n'roll,Самарская область,,
Рестораны,Тольятти,Ирландский паб,Самарская область,,Паб
Рестораны,Новокуйбышевск,Токио,Самарская область,,
Рестораны,Отрадный,Итальянский ресторан Barolo,Самарская область,,
Рестораны,Самара,Kill Fish Bar,Самарская область,,
Рестораны,Самара,Жили-Были,Самарская область,,
Рестораны,Тольятти,Coffee Hall Ледо,Самарская область,,
Рестораны,Тольятти,Ямбург,Самарская область,,
Рестораны,Тольятти,Pub Club,Самарская область,,Кафе
Рестораны,Тольятти,"Арт-кафе ""dе Фонаря""",Самарская область,,
Рестораны,Самара,Восточный базар,Самарская область,,
Рестораны,Самара,Емеля,Самарская область,,Фастфуд
Рестораны,Самара,Сакура,Самарская область,,
Рестораны,Самара,Friend Coffee,Самарская область,,
Рестораны,Самара,СССР,Самарская область,,
Рестораны,Самара,Пельменная 1,Самарская область,,
Рестораны,Самара,Васаби,Самарская область,,
Рестораны,Тольятти,Суши Бум,Самарская область,,Бар
Рестораны,Тольятти,Сербия От Драгана,Самарская область,,
Рестораны,Самара,Сэндвич,Самарская область,,
Рестораны,Самара,Coffee to Joy,Самарская область,,"Кафе,Фастфуд"
Рестораны,Самара,Чистые пруды,Самарская область,,
Рестораны,Самара,Киликия,Самарская область,,
Рестораны,Самара,Flamers Burgers,Самарская область,,Фастфуд
Рестораны,Тольятти,Чердак,Самарская область,,Паб
Рестораны,Тольятти,Пельмешка,Самарская область,,
Рестораны,Самара,Золотая рыбка,Самарская область,,Фастфуд
Рестораны,Самара,Вечно молодой,Самарская область,,"Бар,Паб"
Рестораны,Самара,Бургерная №1,Самарская область,,
Рестораны,Самара,Подъезд,Самарская область,,"Бар,Паб"
Рестораны,Самара,День и Ночь,Самарская область,,
Рестораны,Тольятти,OJ Bar,Самарская область,,
Рестораны,Самара,Restaurant La Mezon,Самарская область,,
Рестораны,Самара,У Гурмана,Самарская область,,
Рестораны,Самара,Кукси,Самарская область,,
Рестораны,Самара,Ташкент,Самарская область,,
Рестораны,Самара,ШИК,Самарская область,,Фастфуд
Рестораны,Самара,Варвара,Самарская область,,
Рестораны,Тольятти,Подсолнухи,Самарская область,,
Рестораны,Самара,Сицилия,Самарская область,,
Рестораны,Самара,Аномалия,Самарская область,,
Рестораны,Самара,"Бар ""Голодная пиранья""",Самарская область,,"Бар,Паб"
Рестораны,Сызрань,Додо Пицца,Самарская область,,
Рестораны,Тольятти,Причал,Самарская область,,Кафе
Рестораны,Тольятти,Берег,Самарская область,,
Рестораны,Самара,Gagawa,Самарская область,,
Рестораны,Тольятти,Ликан,Самарская область,,Кафе
Рестораны,Самара,Дракон и Феникс,Самарская область,,
Рестораны,Самара,Чешский Дворик,Самарская область,,
Рестораны,Самара,Блинофф,Самарская область,,Фастфуд
Рестораны,Самара,Пив-бар,Самарская область,,Паб
Рестораны,Жигулевск,Кристалл,Самарская область,,
Рестораны,Самара,Бельгийский паб Брюссель,Самарская область,,
Рестораны,Самара,Шашлычный Двор,Самарская область,,
Рестораны,Самара,Идол,Самарская область,,Бар
Рестораны,Тольятти,Руки Вверх Бар,Самарская область,,
Рестораны,Тольятти,Белый фартук,Самарская область,,
