с10_date,с1_region,с2_city,с3_category,с4_subcategory,с5_tags,с6_name,с7_adress,с8_latitude,с9_longitude
2020-10-22,Республика Карелия,Сегежа,Рестораны,,,Медвежий Угол,"ул. Лесокультурная, д. 4, Сегежа 186424 Россия",63.737003,34.279037
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Пекарня Bekker,"ул. Максима Горького, 25, Петрозаводск 185035 Россия",61.78595,34.36033
2020-10-22,Республика Карелия,Сортавала,Рестораны,,,Дом Берга,"ул. Ленина, 6, Сортавала Россия",61.70649,30.697916
2020-10-22,Республика Карелия,Костомукша,Рестораны,,,"Семейное кафе ""Микс""","ул. Антикайнена, 5А, Костомукша 186930 Россия",64.58563,30.608114
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Генацвале,"пр. Ленина, 35, Петрозаводск 185035 Россия",61.785954,34.350555
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,"Бар,Паб",Грин Стрит,"ул. Герцена, д. 35, Петрозаводск 185035 Россия",61.78342,34.36549
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,Бар,Нойбранденбург,"Калинина, 26, Петрозаводск 185003 Россия",61.778774,34.376804
2020-10-22,Республика Карелия,Олонец,Рестораны,,,Кафе Прованс,"ул. Красноармейская, д.2, Олонец 186000 Россия",60.97588,32.9755
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Сигма-Сити,"Лесной проспект, 47, Петрозаводск 185014 Россия",61.76124,34.32193
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Хан-Ган,"Репникова, 25, Петрозаводск 185033 Россия",61.77961,34.33063
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Cherchez La Femme,"ул. Анохина, 41, Петрозаводск 185035 Россия",61.78014,34.35759
2020-10-22,Республика Карелия,Кондопожский район,Рестораны,,,"кафе ""Коралл""","Строительная, 15а, Кондопога 186223 Россия",62.20622,34.24096
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Сациви,"ул.Березовая аллея 31, Петрозаводск Россия",61.7695,34.30827
2020-10-22,Республика Карелия,Сопоха,Рестораны,,,Рыбка,"ул. Геологов, 1, Сопоха 186220 Россия",62.340572,34.006477
2020-10-22,Республика Карелия,Медвежьегорск,Рестораны,,,Железнодорожник,"Артемьева, д. 25, Медвежьегорск 186352 Россия",62.909374,34.453644
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Солнцевой,"Куйбышева, 17, Петрозаводск 185035 Россия",61.78832,34.38019
2020-10-22,Республика Карелия,Сортавала,Рестораны,,,Кафе Ранта,"ул. Чкалова, 3, Сортавала Россия",61.7019,30.69318
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Яблочное,"Карла Маркса проспект, 12, Петрозаводск 185035 Россия",61.788113,34.384098
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Экспресс,"площадь Гагарина, 2, Петрозаводск 185010 Россия",61.78497,34.34433
2020-10-22,Республика Карелия,Сортавала,Рестораны,,,Просто Вкусно,"Бондарева,  дом 8, Сортавала 186790 Россия",61.70844,30.69946
2020-10-22,Республика Карелия,Медвежьегорск,Рестораны,,Кафе,Кафе Винтаж,"ул. Горького, 35/1, Медвежьегорск Россия",62.91619,34.46274
2020-10-22,Республика Карелия,Костомукша,Рестораны,,,Ресторан Окей,"бул. Лазарева, 2, Костомукша Россия",64.58821,30.60042
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,Кафе,Тик Тайм,"ул. Ленинградская, 12, Петрозаводск 185031 Россия",61.79677,34.35468
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,Фастфуд,Subway,"Ленина проспект, 14, Петрозаводск 185035 Россия",61.78815,34.36534
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Карелочка,"Ленина проспект, 38, Петрозаводск 185035 Россия",61.78815,34.36534
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,MamaRoom,"Кирова, 24, Петрозаводск 185035 Россия",61.78804,34.37614
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Yes Pizza,"Ленина проспект, 14, Петрозаводск 185035 Россия",61.78815,34.36534
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,Фастфуд,ПитСервис,"Набережная Гюллинга, 13, Петрозаводск 185005 Россия",61.78646,34.39186
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Петрозаводское ГОРПО,"Антикайнена, 34, Петрозаводск 185035 Россия",61.78148,34.36383
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Good Meal,"Интернационалистов бульвар, д. 17а, Петрозаводск 185016 Россия",61.75933,34.31717
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,Кафе,Кафе Корсика,"ул. Куйбышева, 9, Петрозаводск 185035 Россия",61.7914,34.375546
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,Фастфуд,Гермес,"Красная, 31, Петрозаводск 185035 Россия",61.79223,34.36337
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,Фастфуд,Макдоналдс,"Ленина проспект, 14, Петрозаводск 185035 Россия",61.78815,34.36534
2020-10-22,Республика Карелия,Кондопожский район,Рестораны,,,Truck Stop КАРЕЛИЯ,"Петрозаводское шоссе,  д. 9, Кондопога 186220 Россия",62.21086,34.25716
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,Кафе,Fellini,"Льва Толстого, 8, Петрозаводск 185003 Россия",61.78308,34.37938
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Набережная,"ул. Луначарского, д. 1, Петрозаводск Россия",61.78475,34.39071
2020-10-22,Республика Карелия,Костомукша,Рестораны,,Кафе,кафе Европа,"пр. Горняков 2В, Костомукша Россия",64.58961,30.599018
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Баскин Роббинс,"Маршала Мерецкова, 11, Петрозаводск 185030 Россия",61.778667,34.366062
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Тик Тайм,"пр-кт Карельский,  20, Петрозаводск 185026 Россия",61.75791,34.360424
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Караван,"Муезерская, 15а/7, Петрозаводск 185002 Россия",61.78942,34.33076
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,Фастфуд,KFC,"Университетская, 1, Петрозаводск 185014 Россия",61.77524,34.29531
2020-10-22,Республика Карелия,Сегежа,Рестораны,,,Оазис,"Ул. Мира, Сегежа Россия",63.74339,34.31371
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Чистый Вкус,"Кирова, 19, Петрозаводск 185035 Россия",61.78804,34.37614
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Мираж Синема,"Маршала Мерецкова, 11, Петрозаводск 185030 Россия",61.778667,34.366062
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,SALAD Cafe,"Бул. Интернационалистов, 13, Петрозаводск 185016 Россия",61.75933,34.31717
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Кафе Алаверди,"Лососинское ш., 26, Петрозаводск Россия",61.77739,34.34029
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Абажур,"Красноармейская, 31, Петрозаводск 185035 Россия",61.77873,34.35537
2020-10-22,Республика Карелия,Кондопожский район,Рестораны,,,Марио,"пер.Гористый 21, Кондопога Россия",62.20799,34.26818
2020-10-22,Республика Карелия,Пряжинский район,Рестораны,,Кафе,Старая кузница,"Трасса Р21, Пряжа 186120 Россия",61.68797,33.61426
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Трюфель,"Маршала Мерецкова, 11, Петрозаводск 185030 Россия",61.778667,34.366062
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,"Бар,Паб",Бар на Набережная Гюллинга,"Набережная Гюллинга, 2, Петрозаводск 185005 Россия",61.78646,34.39186
2020-10-22,Республика Карелия,Сегежа,Рестораны,,,Пицца Маэстро,"Северная, 6, Сегежа 186424 Россия",79.72865,100.277985
2020-10-22,Республика Карелия,Лахденпохский район,Рестораны,,,"Блин, карельский","ул. Ладожской Флотилии 16, Лахденпохья 186730 Россия",61.51981,30.19917
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,Небо Золотое,"Шотмана, 31, Петрозаводск 185001 Россия",61.78623,34.345207
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,,ГарантЪ,"Карла Маркса проспект, 22, Петрозаводск 185035 Россия",61.78793,34.36948
2020-10-22,Республика Карелия,Петрозаводск,Рестораны,,Кафе,Папарацци,"Александра Невского проспект, 30, Петрозаводск 185005 Россия",61.78502,34.39553
