с10_date,с1_region,с2_city,с3_category,с4_subcategory,с5_tags,с6_name,с7_adress,с8_latitude,с9_longitude
2020-10-22,Нижегородская область,Городец,Отели,,,"База отдыха ""Спутник""","Oskordino Village, Городец 606537 Россия",56.672977,43.59564
2020-10-22,Нижегородская область,Кстово,Отели,,,Сим Сим,"Zelenaya st., 5 ул. Зеленая, дом 5, Кстово 607650 Россия",56.15675,44.19597
2020-10-22,Нижегородская область,п. Октябрьский,Отели,,,Хостел Зодиак,"Пролетарская улица, 5, п. Октябрьский 140060 Россия",56.29183,44.19149
2020-10-22,Нижегородская область,Нижний Новгород,Отели,,,Усадьба,"Композитора Касьянова, 4в, Нижний Новгород 603087 Россия",56.29305,44.07003
2020-10-22,Нижегородская область,Богородский район,Отели,,,Гостевой Дом Люкс,"Улица Ленина 223, Богородск 607600 Россия",56.09858,43.48521
2020-10-22,Нижегородская область,Нижний Новгород,Отели,,,Надежда,"ул. Страж Революции, 33, Нижний Новгород 603014 Россия",56.32792,43.87778
2020-10-22,Нижегородская область,Лысково,Отели,,,Hotel,"ulitsa Michurina 36A, Лысково 606210 Россия",56.02158,45.04032
2020-10-22,Нижегородская область,Нижний Новгород,Отели,,,"Хостел ""Лавр""","ul. Novaya 15, Apt. 5, Нижний Новгород 603000 Россия",55.39564,45.61583
2020-10-22,Нижегородская область,Арзамас,Отели,,,"Отель ""Люкс""","Prospekt Lenina, 198, Арзамас 607220 Россия",55.39731,43.83102
2020-10-22,Нижегородская область,Нижний Новгород,Отели,,,гостиница На Гордеевской,"Гордеевская улица, д. 36А, Нижний Новгород 603167 Россия",56.3294,43.93139
2020-10-22,Нижегородская область,Дзержинск,Отели,,,Премио,"Чкалова проспект, 58Б, Дзержинск 606007 Россия",56.23945,43.4623
2020-10-22,Нижегородская область,Кстово,Отели,,,Mezhdunarodnaia Olimpiiskaia Akademia Sporta Hotel,"Ulitsa Zelenaya 6, Кстово 607650 Россия",56.152817,44.190144
